Symbol,max_position,tcost,score,weights_ystd,sector,market_value,trend
300079,0.0058686780380856705,0.0,0.00148971320378624,0.0013259286493548408,801750.SI,5956639178.72,0.0
300081,0.0044688723396227896,0.0,0.00174085832099131,0.0015230038129397663,801770.SI,3147449745.8459997,0.0
300083,0.0108992309795206,0.0,0.00187661309653188,0.0016295314448317572,801080.SI,6005483570.28,0.0
300085,0.0062174507762449704,0.0,0.00130393860738003,0.0011801501473313173,801750.SI,5632386006.99,0.0
300088,0.012,0.0,0.00285433895138418,0.002396759113561995,801080.SI,21700290034.016003,0.0
300096,0.0022589372743406,0.0,0.00162103709259487,0.001428979336374317,801750.SI,2837470387.3440003,0.0
300098,0.0106715749214287,0.0,0.00095984865117797,0.0009101405801093517,801770.SI,7089634103.49,0.0
300099,0.00287134152940532,0.0,0.00139048338656576,0.0012480623835127687,801890.SI,2481752796.5160003,0.0
300101,0.007896386898208,0.0,0.0024962175447677698,0.0021157389783603864,801740.SI,5715159774.23,-0.00200224731786282
300102,0.005046877430675721,0.0,0.00247354312850348,0.0020979462203557426,801080.SI,3284218764.662,-0.00714519619327086
300113,0.012,0.0,0.0019342425254603,0.0016747536225900472,801760.SI,8953503497.346,0.0
300114,0.0037512435818851295,0.0,-0.000259273902196908,0.0001569412662910788,801890.SI,6256153684.41,0.0
300115,0.012,0.0,0.00126736275144345,0.0011514488415994826,801080.SI,16363039170.14,0.0
300118,0.012,0.0,0.00298071136384487,0.002495924345741191,801730.SI,8605425598.25,0.0
300119,0.00673854605232196,0.0,0.000385341023721532,0.00045932080737486807,801010.SI,4244009066.6359997,0.00436735447898135
300122,0.012,0.0,-0.00115027309567897,0.0001569412662910788,801150.SI,72328012236.7,0.0591640677906792
300123,0.012,0.0,0.00268063720512642,0.0022604542534886717,801740.SI,6103578479.18,0.0766757404538857
300124,0.012,0.0,-0.000908398543055435,0.0001569412662910788,801730.SI,47759159963.412,0.0
300127,0.012,0.0,-0.000530118429021177,0.0001569412662910788,801050.SI,3884118848.78,0.0
300131,0.012,0.0,0.000979123226634804,0.000925265461506444,801080.SI,4734768306.26,-0.0539911717253846
300133,0.00862040350883425,0.0,0.0017662883202137602,0.0015429588943385285,801760.SI,9490863337.308,0.0
300134,0.00640145668608111,0.0,0.000330757996959564,0.00041648916068475264,801770.SI,9610518900.94,0.0
300136,0.012,0.0,0.00166487090713973,0.00146337600817951,801080.SI,31864869135.68,0.0
300138,0.00651568656065537,0.0,0.00119418115103945,0.0010940227764164251,801010.SI,4311293929.326,0.0112421256337048
